大便,[dà biàn] to defecate; excrement; feces; 
身体,[shēn tǐ] (human) body; health; CL:具[ju4],個|个[ge4]; 
增加,[zēng jiā] to raise; to increase; 
刺激,[cì jī] to provoke; to irritate; to upset; to stimulate; to excite; irritant; 
减轻,[jiǎn qīng] to lighten; to ease; to alleviate; 
冲淡,[chōng dàn] to dilute; 
冲刷,[chōng shuā] to cleanse; to scrub; to scour; to wash down; to erode; to wash away; 
养颜,[yǎng yán] to nourish one's skin; to maintain a youthful appearance; 
保持,[bǎo chí] to keep; to maintain; to hold; to preserve; 
促进,[cù jìn] to promote (an idea or cause); to advance; boost; 
防止,[fáng zhǐ] to prevent; to guard against; to take precautions; 
防治,[fáng zhì] prevention and cure; 
便秘,[biàn mì] constipation; Taiwan pr. [bian4 bi4]; 
失去,[shī qù] to lose; 
血液循环,[xuè yè xún huán] blood circulation; 
